ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
F-1679,dgl,P-394,"nóŋga, nóŋge, nóŋgo",,chameleon,armbruster1965[156]
F-1564,fia,P-515,noog,,"haus, pre-Nubian?",reinisch1879[128]
F-1571,fia,P-368,noor,,"herr, gott",reinisch1879[129]
F-2123,brk,P-360,noor,,"skin, hide",thelwall1977[205]
F-2045,dgl,P-466,nóor,,to grind,armbruster1965[156]
F-1600,dgl,P-375,nóoro,,"fine-ground, cut fine, very small",armbruster1965[156]
F-1601,xnz,P-375,"nóoro, nóora",,"fein, klein, zart",massenbach1962[201]
F-2049,xnz,P-466,"nóoro, nóora",,"fein, zart, klein",massenbach1962[201]
F-1599,fia,P-375,noorod,,,lepsius1880
F-2044,dgl,P-466,nóorti,,flour,armbruster1965[156]
F-2048,xnz,P-466,nóorti,,Mehl,massenbach1962[201]
F-1578,fia,P-370,nóre,,termite,reinisch1879[129]
F-1579,dgl,P-370,nóre,,"termite, white ant",armbruster1965[156]
F-1580,xnz,P-370,nóre,,Termite,massenbach1962[201]
F-1545,dgl,P-363,nóso,,long,armbruster1965[156]
F-1546,xnz,P-363,nosse,,lang,massenbach1962[202]
F-2401,onw,P-238,noukout,,"slave, in proper names",
F-1000,xnz,P-238,núgud,,Sklave,massenbach1962[202]
F-999,dgl,P-238,núgud,,male slave,armbruster1965[157]
F-1607,fia,P-7,nulu,,"weiss, pre-Nubian",reinisch1879[129]
F-2234,fia,P-7,nulu,,"weiß, hell, pre-Nubian",khalil1996a[77]
F-164,xnz,P-54,numme,,"duften, heilig sein",massenbach1962[202]
F-165,dgl,P-54,númme,,to smell sweet,armbruster1965[157]
F-2051,fia,P-466,nur,,"wälzen, malen, reiben",reinisch1879[130]
F-2043,brk,P-466,nurti,,flour,thelwall1977[201]
F-2087,ghl,P-469,nuttu,,,reinisch1879[127]
F-1609,dgl,P-377,núud,,"head, ear, spike (of cereal)",armbruster1965[157]
F-1610,xnz,P-377,núud,,Durrakolben,massenbach1962[202]
F-1604,fia,P-376,nuur,,schatten,reinisch1879[130]
F-2050,fia,P-466,núurti,,das mel,reinisch1879[130]
F-2019,brk,P-365,ɲii,,to drink,thelwall1977[200]
F-2147,brk,P-451,"ɲildi, pl. kaɲane",,tooth,thelwall1977[207]
F-2403,brk,P-399,ɲingi,,excrement,thelwall1977[201]
F-2561,brk,P-49,ɲolki,,to open,thelwall1977[204]
F-1514,onw,P-357,"ŋa(l), ŋi(l), ŋē(l)",,to see,OND[195]
F-1520,onw,P-358,ŋa(r),,son,OND[196]
F-2062,brk,P-457,ŋaazi,,to go,thelwall1977[202]
F-1512,onw,P-356,"ŋagŋ, ŋagg",,to deny,OND[194]
F-1507,onw,P-355,ŋai(ei),,who?,OND[195]
F-1547,onw,P-364,ŋaj(j),,mountain,OND[198]
F-2560,kko,P-49,ŋal-,,to open,
F-1523,onw,P-359,ŋalou,,sleep,OND[196]
F-1550,onw,P-356,ŋañ,,to deny,OND[198]
F-1534,onw,P-361,ŋar,,side,OND[197]
F-1538,onw,P-362,ŋar,,"to keep, hold",OND[197]
F-1542,onw,P-363,ŋassi,,high,OND[198]
F-1532,onw,P-360,ŋaueir,,"tent, shrine, pre-Nubian?",OND[196]
F-2681,onw,P-343,"ŋe-gir, ŋe-kir",,"to work, pre-Nubian",OND[199]
F-1552,onw,P-365,"ŋe(i), ŋi",,to drink,OND[200]
F-2680,onw,P-343,ŋeei(r),,"thing, pre-Nubian",OND[199]
F-1551,onw,P-359,ŋer,,to sleep,OND[199]
F-2627,brk,P-139,ŋi(l)ɲe,,scorpion,
F-1557,onw,P-366,ŋijji,,cloud,OND[201]
F-2082,brk,P-469,"ŋisti, pl. ŋizze",,horn,thelwall1977[203]
F-1563,onw,P-515,"ŋo(o)g, ŋok",,house,OND[201]
F-1598,onw,P-375,ŋo(r),,small,OND[204]
F-1570,onw,P-368,"ŋod(d), ŋood",,lord,OND[201]
F-1572,onw,P-369,ŋodd,,to cut down,OND[202]
F-1577,onw,P-370,ŋode,,termite,OND[202]
F-2456,onw,P-428,ŋoei,,"to rub on, pre-Nubian?",OND[202]
F-2457,onw,P-428,ŋoei,,"oil, pre-Nubian?",OND[202]
F-1584,onw,P-372,ŋok,,"to pass (away), omit",OND[202]
F-2522,onw,P-457,ŋok,,"to pass (away), omit",OND[202]
F-1588,onw,P-373,ŋol,,to gulp down,OND[203]
F-1594,onw,P-374,ŋop,,Nubian,OND[203]
F-1606,onw,P-7,"ŋoulou(ou), ŋoul",,"white, pre-Nubian",OND[204]
F-1603,onw,P-376,ŋour,,shade,OND[204]
F-1608,onw,P-377,ŋout,,ear (of grain),OND[204]
F-902,onw,P-220,"oar, oade",,"night, Pre-Nubian",OND[122]
F-781,mei,P-192,òd-íhèm,,to learn,werner1993[108]
F-920,onw,P-223,od(d),,to be sick,OND[122]
F-922,fia,P-223,od(d),,schmerz empfinden,reinisch1879[131]
F-921,dgl,P-223,odd(i),,"to feel pain, fall ill",armbruster1965[159]
F-923,xnz,P-223,oddi,,"krank sein, schmerzen",massenbach1962[203]
F-924,mei,P-223,òddì,,painful,werner1993[107]
F-925,mei,P-223,òddìdí,,pain,werner1993[108]
F-927,onw,P-224,"oe, oei",,foot,OND[123]
F-933,onw,P-225,oekk,,"thirst, Pre-Nubian?",OND[123]
F-2634,fia,P-221,og,,Brust,khalil1996a[81]
F-908,onw,P-221,og,,breast,OND[122]
F-911,xnz,P-221,og,,Brust,massenbach1962[203]
F-910,dgl,P-221,óg,,"bosom, breast",armbruster1965[159]
F-938,fia,P-226,"og, ug",,rufen,reinisch1879[131]
F-2009,brk,P-221,ogi,,breast (=chest),thelwall1977[200]
F-914,onw,P-222,ogij,,"man, husband",OND[122]
F-915,fia,P-222,ógij,,mann,reinisch1879[131]
F-916,dgl,P-222,ógij,,"man, husband",armbruster1965[159]
F-917,xnz,P-222,"ógij, ógid",,Mann; tapfer,massenbach1962[203]
F-1882,xnz,P-438,oi,,"weinen, die Stimme ertönen lassen",massenbach1962[203]
F-2587,xnz,P-239,oi,,weinen,massenbach1962[203]
F-928,fia,P-224,oi,,"bein, fuss",reinisch1879[132]
F-909,fia,P-221,ok,,brust,reinisch1879[132]
F-940,fia,P-227,ok,,"am abhang stehen, sizen, sich auf einem gegenstande befinden",reinisch1879[132]
F-941,onw,P-227,"ok, ók, og",,"to stand, be (over)",OND[124]
F-937,onw,P-226,"ok, ook, og",,to call,OND[123]
F-554,mei,P-139,òkkòonyí,,scorpion,werner1993[108]
F-942,onw,P-154,ol,,to draw water,OND[125]
F-769,mei,P-189,òl,,well,werner1993[108]
F-954,mei,P-154,òl,,well,werner1993[108]
F-944,onw,P-228,ol(l),,to hang (intr),OND[125]
F-943,fia,P-154,oll,,"schöpfen, giessen",reinisch1879[133]
F-945,fia,P-228,oll,,"hängen, aufhängen",reinisch1879[133]
F-2186,mei,P-177,ollotti,,seven,macmichael1918[51]
F-715,mei,P-177,òlóttí,,seven,werner1993[108]
F-950,onw,P-229,om,,"to count, reckon",OND[125]
F-1003,onw,P-239,oñ,,tear,OND[129]
F-1004,fia,P-239,oñ,,"weinen, schluchzend weinen",reinisch1879[134]
F-1005,dgl,P-239,óñ,,"to weep aloud, wail, cry",armbruster1965[163]
F-2253,mei,P-306,ōn,,he,macmichael1918[52]
F-1002,onw,P-239,"oñ, ouñ",,to weep,OND[129]
F-952,onw,P-230,"on, oun /o:n/",,to love,OND[125]
F-958,onw,P-231,ondi,,"male camel, hapax",OND[126]
F-959,fia,P-231,ondi,,männchen bei tieren,reinisch1879[134]
F-961,xnz,P-231,ondi,,männlich,massenbach1962[203]
F-960,dgl,P-231,óndi,,male,armbruster1965[162]
F-962,mei,P-231,óndí,,male camel,werner1993[109]
F-976,xnz,P-234,ongo,,Süd,massenbach1962[203]
F-2249,mei,P-253,ongyedi,,star,macmichael1918[52]
F-1068,mei,P-253,ònyèdì,,star,werner1993[109]
F-2701,mei,P-186,ònyì,,forehead,werner1993[109]
F-2027,brk,P-255,"oŋɛldi, pl. oŋɑle",,ear ?,thelwall1977[201]
F-975,dgl,P-234,óŋgo,,south,armbruster1965[163]
F-1879,dgl,P-438,óo,,to sing,armbruster1965[158]
F-1880,xnz,P-438,óo,,"singen, schnurren (Katze)",massenbach1962[202]
F-1891,dgl,P-438,óo,,song,armbruster1965[158]
F-701,mei,P-174,òo-hêm,,to have,werner1993[152]
F-953,mei,P-230,óo(n)-hèm,,to love,werner1993[109]
F-906,mei,P-220,òod,,"night, loan from Old Nubian?",werner1993[107]
F-1893,mei,P-438,òodì,,song,werner1993[107]
F-2327,mei,P-180,óolhèm,,"to shoot, stab, prick",werner1993[108]
F-951,fia,P-229,oom,,zälen,reinisch1879[133]
F-1306,mei,P-306,òon,,"he, she, it",werner1993[108]
F-2482,mei,P-510,òon,,"he, she, it",werner1993[108]
F-956,mei,P-230,òonárdí,,love,werner1993[26]
F-955,mei,P-230,óonéenyí,,"love, loving",werner1993[26]
F-2340,mei,P-489,òongé,,warm,werner1993[109]
F-1006,mei,P-239,òor-hèm,,to weep,werner1993[110]
F-2585,mei,P-224,òorì,,lower leg,werner1993[110]
F-986,xnz,P-236,óos,,"herausnehmen, losmachen. retten",massenbach1962[204]
F-988,dgl,P-236,óos,,to cause to issue,armbruster1965[164]
F-1102,dgl,P-258,óowwi,,two,armbruster1965[165]
F-1881,dgl,P-438,or,,"schreien, von tieren",reinisch1879[134]
F-1883,fia,P-438,or,,singen,reinisch1879
F-966,xnz,P-233,or,,König,massenbach1962[203]
F-965,dgl,P-233,ór,,king,armbruster1965[163]
F-2075,mei,P-232,òr,,head,werner1993[109]
F-963,mei,P-232,òr,,head,werner1993[109]
F-2213,mei,P-190,ōr,,mountain ?,macmichael1918[51]
F-2337,onw,P-438,or-os,,to praise,OND[127]
F-2404,onw,P-498,org,,to be hungry,Attiri
F-2406,fia,P-498,org,,hungern,khalil1996a[83]
F-2729,mei,P-197,òrgádí,,"lie, without negative prefix?",werner1993[110]
F-1860,mei,P-434,órí,,rope,werner1993[110]
F-2408,dgl,P-498,órig,,to get hungry,armbruster1965[163]
F-1693,fia,P-397,órkir,,kalt,reinisch1879[134]
F-973,onw,P-234,oro,,south(ern),OND[127]
F-753,mei,P-232,òró,,face,werner1993[110]
F-1691,dgl,P-397,oróoke,,to become cold,armbruster1965[163]
F-1692,xnz,P-397,oróoke,,"kalt sein, sich abkühlen",massenbach1962[204]
F-1690,mei,P-397,òròwìyâm,,it is cold,werner1993[110]
F-2258,mei,P-232,orr,,head,macmichael1918[53]
F-977,mei,P-232,órré,,"in front of, in past",werner1993[110]
F-978,onw,P-232,orrere,,before,OND[128]
F-974,fia,P-234,"orro, óro",,"süd, der süden",reinisch1879[135]
F-979,onw,P-235,ort(i),,livestock,OND[128]
F-2342,onw,P-235,orti,,livestock,OND[128]
F-987,fia,P-236,os,,"wegnemen, herausnemen; herausfüren",reinisch1879[135]
F-989,onw,P-40,os-kale,,water-wheel,OND[129]
F-985,onw,P-236,"os, oos",,"to take out, take off, release",OND[128]
F-2586,brk,P-224,osɛ,,leg (coll.),
F-996,fia,P-238,oši,,"sklave, pre-Nubian?",reinisch1879[136]
F-994,fia,P-237,óskod,,Neun,reinisch1879[]
F-991,onw,P-237,oskota,,nine,OND[129]
F-2697,mei,P-47,òsò-ngí,,meat,werner1993[110]
F-995,onw,P-238,ošš,,"slave, pre-Nubian?",OND[129]
F-930,dgl,P-224,óss(i),,"leeg, foot, footprint, track",armbruster1965[164]
F-929,xnz,P-224,ossi,,"Bein, Fuß, Stutzbalken",massenbach1962[204]
F-759,dgl,P-188,ossin kugúndi,,ankle,armbruster1965[130]
F-2221,brk,P-327,otonti,,boy,macmichael1918[51]
F-931,mei,P-224,òttì,,foot,werner1993[111]
F-762,mei,P-188,òttìn kúndí,,ankle,werner1993[111]
F-1009,onw,P-101,ou,,we (excl),OND[129]
F-1059,onw,P-252,ou(ei)sk,,"to recompense, answer, speak against",OND[134]
F-1057,onw,P-251,ou(ei)t,,second,OND[134]
F-1011,onw,P-240,ou(ou),,"to shout, proclaim",OND[130]
F-1115,onw,P-261,ou(r)p-ar,,"to cause to fall, overthrow",OND[140]
F-1021,onw,P-242,oual,,to concern oneself with (unlikely),OND[130]
F-1023,onw,P-243,ouall,,morning,OND[130]
F-1025,onw,P-244,"ouaou, ouaei, wau",,to sail,OND[131]
F-1014,onw,P-241,ouar,,"to spring, hurl, throw",OND[130]
F-1029,onw,P-245,ouati,,wadi,OND[131]
F-1033,onw,P-246,oudm,,dark(ness),OND[131]
F-1054,onw,P-250,"oueda, weda",,"back, again",OND[134]
F-1050,onw,P-249,oueid,,"to be far away, at a distance",OND[134]
F-1056,onw,P-251,oueil,,second,OND[134]
F-1064,onw,P-253,"oueiñj, pl. ounjou-ri",,star,OND[135]
F-1040,onw,P-247,ouekk,,to throw,OND[132]
F-1044,onw,P-248,"ouel, ouer",,"one, a, single, alone",OND[132]
F-1070,onw,P-254,ouk(ou)r,,day,OND[135]
F-1079,onw,P-255,oul(ou)g,,"ear, leaf",OND[136]
F-2394,onw,P-255,oulg(i/a)r,,to hear,OND[136]
F-1085,onw,P-256,oun,,moon,OND[137]
F-1092,onw,P-257,oune,,"understanding, wisdom",OND[137]
F-1096,onw,P-497,ounn,,"to bear, produce",OND[137]
F-1123,onw,P-257,ouŋi-datt,,wisdom,Attiri[2.ii.19]
F-1100,onw,P-258,"ouo(u), ouwwo",,two,OND[138]
F-1124,onw,P-264,ouph-our,,"to blow, puff",Attiri[3.i.2]
F-1106,onw,P-259,our,,you (pl),OND[138]
F-1112,onw,P-260,our,,to oppress,OND[139]
F-2257,onw,P-232,our,,head,OND[139]
F-967,onw,P-233,ourou,,king,OND[140]
F-2343,onw,P-235,ourt,,possession,OND[141]
F-980,onw,P-235,ourt(i),,possession,OND[141]
F-1117,onw,P-262,"ousk-ar, -our",,to place,OND[141]
F-1121,onw,P-263,"ousk-ar, -our",,"to lay, put, hold, deposit",OND[141]
F-2615,onw,P-432,outt(i),,watercourse?,OND[142]
F-2466,mei,P-506,owa,,grandmather,macmichael1912[337]
F-1103,xnz,P-258,owwi,,zwei,massenbach1962[204]
F-2588,xnz,P-239,óyi,,die Klage,massenbach1962[203]
F-2382,pkn,P-495,ɔŋgʊl,,elephant,jakobiA[no. 315]
F-1224,onw,P-287,p(i)let,,lightning,OND[152]
F-2498,brk,P-513,pa- ~ fa-,,to say,
F-2568,brk,P-523,"pa, faa",,,
F-2571,mei,P-273,pá(a),,"father, owner",werner1993[111]
F-1156,onw,P-271,pa(r),,to write,OND[145]
F-1030,mei,P-245,pàadí,,"wadi, small riverbed",werner1993[111]
F-1140,onw,P-267,padeiñ,,"to transgress, pre-Nubian",OND[143]
F-1129,onw,P-265,"pag, pak",,"to divide, distribute",OND[142]
F-1189,onw,P-278,paj(j),,to divide,OND[147]
F-1190,onw,P-279,paj(j),,to cease,OND[147]
F-1193,onw,P-280,pajj,,to rise (of the sun),OND[148]
F-830,mei,P-203,pákán,,"then,  loanword?",werner1993[112]
F-1131,onw,P-265,pakkatt,,share; half,OND[142]
F-1152,onw,P-270,pal,,to be wide,OND[143]
F-2661,onw,P-281,pal,,to come out,OND[143]
F-1154,onw,P-270,pal-kit,,sea,OND[143]
F-1972,mei,P-270,pàlà,,outside,werner1993[112]
F-828,mei,P-202,"pàlá, pàlé, pàláré",,without,werner1993[112]
F-1147,onw,P-269,pali,,onion,OND[143]
F-1155,onw,P-271,pan-ni,,ploughs,OND[144]
F-2405,onw,P-498,pañ(ñ),,to be hungry,OND[148]
F-1167,onw,P-273,pap,,father,OND[144]
F-2133,mei,P-474,pàr,,summer,werner1993[112]
F-1173,onw,P-274,"par, paar",,old,OND[146]
F-1138,onw,P-266,parañ,,"sword, pre-Nubian",OND[143]
F-1971,mei,P-270,párár,,outside,werner1993[112]
F-2134,mei,P-474,pàrgà,,"summer, dry season",werner1993[113]
F-2346,mei,P-216,pàrhúul,,hyena,werner1993[113]
F-862,mei,P-209,pàrjíhèm,,"to not be yet, ready yet, with -j",werner1993[113]
F-1181,onw,P-275,park,,"valley, cultivated depression",OND[146]
F-1183,onw,P-276,parre,,"land, plot",OND[147]
F-1187,onw,P-278,paš(š),,to separate,OND[147]
F-1185,onw,P-277,pass,,dried-up watercourse,OND[147]
F-840,mei,P-104,pàssàr,,"sun, loan from ON",werner1993[113]
F-2314,mei,P-484,"pàttèrhêm, pàttìhêm",,to steal,werner1993[113]
F-1165,onw,P-272,pau(ou),,"power, authority",OND[144]
F-492,mei,P-127,pàyèer-hêm,,to forget,werner1993[114]
F-2611,mei,P-250,páyhèm,,to return,werner1993[114]
F-2351,mei,P-217,pé(e)l-nyèdì,,canine tooth,werner1993[114]
F-2366,mei,P-451,pé(e)l-nyèdì,,canine tooth,werner1993[114]
F-1198,onw,P-281,"pe(l), pi(l), peei",,"to grow, produce",OND[148]
F-1220,mei,P-286,pèccìhêm,,"to wake up, get up",werner1993[114]
F-2420,onw,P-500,pede,,harsh,OND[148]
F-2683,mei,P-248,péebèe,,one another,werner1993[114]
F-1039,mei,P-247,péecìrhèm,,"to throw, send",werner1993[114]
F-1981,mei,P-459,"pèel, pèelé",,yesterday,werner1993[114]
F-2330,mei,P-210,pèelá,,sick,werner1993[114]
F-1048,mei,P-248,pèer,,one,werner1993[115]
F-2438,mei,P-108,pèesì,,younger brother,werner1993[115]
F-2066,mei,P-468,pèl,,goat,werner1993[115]
F-1202,onw,P-281,"pel, pil",,to come out,OND[148]
F-1623,mei,P-381,péppédó,,bat,werner1993[115]
F-1777,mei,P-419,pérhèm,,to kill,werner1993[115]
F-1175,mei,P-274,pérré,,old,werner1993[115]
F-1901,onw,P-444,pes,,"to say, speak",OND[149]
F-391,mei,P-108,pès-kà,,"younger brother, sister",werner1993[115]
F-1206,onw,P-283,pet(t)i,,"date, date palm",OND[150]
F-1203,onw,P-282,peu,,to loosen,OND[149]
F-2260,mei,P-217,pewrl,,dog,macmichael1918[53]
F-893,mei,P-217,pə̀əl,,dog,werner1993[119]
F-2409,mei,P-498,pə̀ər,,hunger,werner1993[119]
F-1940,mei,P-475,pə́y,,trunk,werner1993[120]
F-1210,onw,P-284,pi,,"to be, lie, remain",OND[150]
F-846,mei,P-205,pìdì,,eye,werner1993[115]
F-1212,onw,P-285,pidt,,friend,OND[151]
F-2521,mei,P-287,pìilûm,,it makes lightning,werner1993[116]
F-2675,mei,P-212,pìir óndí,,castrated camel,werner1993[116]
F-1228,onw,P-289,pijj,,dung,OND[154]
F-1230,onw,P-290,pijj,,wide,OND[154]
F-1130,onw,P-265,"pikit, pigit",,share,OND[151]
F-1218,onw,P-286,pikk,,to awaken,OND[151]
F-2488,onw,P-511,pil,,to throw,OND[152]
F-1222,onw,P-287,pill,,to shine,OND[152]
F-1848,mei,P-431,pírdí,,rib,werner1993[116]
F-1975,mei,P-458,pìrgèdí,,worm,werner1993[116]
F-2487,mei,P-511,pìrkáhàm,,to disperse,werner1993[116]
F-2177,mei,P-248,pirr-ki,,one,macmichael1918[51]
F-1194,mei,P-279,pìrtírhèm,,"to divorce, let go",werner1993[116]
F-2614,onw,P-194,"piss, pies, pis-",,"to rejoice, pre-Nubian",OND[153]
F-1226,onw,P-288,pist,,"to splash, receive baptism",OND[153]
F-1602,pkn,P-375,pl. *nɔni,,small (e.g. child),jakobiA[no. 567]
F-1353,onw,P-319,pl. ti-ni,,cattle,OND[173]
F-1406,onw,P-319,pl. touei-,,cows,OND[182]
F-1213,mei,P-285,pó(o)r,,friend,werner1993[117]
F-2442,mei,P-503,pó(o)r,,friend,werner1993[117]
F-1234,mei,P-290,pòccé,,"wide, spacious",werner1993[116]
F-1237,mei,P-291,pòccícír,,"all, every",werner1993[117]
F-814,mei,P-198,pòccícír,,"all, every ?",werner1993[117]
F-2663,mei,P-281,pòddìhêm,,"to fall, to set (sun)",werner1993[117]
F-1239,onw,P-292,pok,,"to fall, drop",OND[154]
F-1238,onw,P-286,pokk,,to open ?,OND[154]
F-1243,onw,P-293,pokod,,lame,OND[154]
F-2470,mei,P-507,pòndòkídí,,bloom,werner1993[117]
F-2471,mei,P-507,póndót,,flower,werner1993[117]
F-1770,mei,P-417,póodàhèm,,to hit,werner1993[117]
F-2550,mei,P-520,poodi,,"navel, MN  loan from Old Nubian?",
F-957,mei,P-214,póon-árdí,,hatred,werner1993[26]
F-886,mei,P-214,póon-hèm,,"to hate, refuse, reject",werner1993[117]
F-900,mei,P-485,"pòrìnyì, pòrrnyì",,"horse, loan from ON?",werner1993[118]
F-2238,mei,P-485,porrnyi,,"horse, loan from ON?",macmichael1918[52]
F-1245,onw,P-294,poukke,,jar,OND[154]
F-1431,onw,P-335,pour(ou)g,,to furrow,OND[184]
F-1137,mei,P-265,pòyyíhèm,,to divide,werner1993[118]
F-1128,mei,P-264,pùppàhèm,,to blow,werner1993[118]
F-2007,brk,P-462,ɸorgidi,,brains,thelwall1977[200]
F-2149,brk,P-475,ɸun,,trunk (of tree),thelwall1977[207]
F-2971,sah,P-298,š`.t,,book,
F-1436,onw,P-337,ša,,"lance, spear, pre-Nubian",OND[185]
F-1440,onw,P-338,ša(a)l,,"door, gate, pre-Nubian",OND[185]
F-1441,fia,P-338,šaa,,"Tür, Tor, Außenseite, pre-Nubian",khalil1996a[122]
F-1437,xnz,P-337,šáa,,"Speer, Lanze",massenbach1962[211]
F-1438,dgl,P-337,šáa,,"spear, lance, measuring rod",armbruster1965[183]
F-1439,fia,P-337,šáa,,,
F-2129,brk,P-337,sàal,,spear,thelwall1977[205]
F-1717,fia,P-403,saam,,"Hof, Einfriedung ?",khalil1996a[98]
F-1720,dgl,P-404,sáam,,"to get intoxicated, drunk",armbruster1965[171]
F-1624,dgl,P-382,"sáama, sáame",,"beard, whisker, chin",armbruster1965[172]
F-1627,xnz,P-382,saamée,,kinnbart,massenbach1962[296]
F-2679,mei,P-343,sáar,,"thing, something",werner1993[121]
F-1695,dgl,P-398,šáare,,"early evening, dusk, sunset",armbruster1965[183]
F-1696,xnz,P-398,šáaree,,Abend,massenbach1962[211]
F-2205,fia,P-406,šaarti,,"Lanze, (Waffe aus) Eisen, Strahlen (der Sonne)",khalil1996a[125]
F-835,mei,P-204,sàbá,,"east, Ar. loan",werner1993[121]
F-1442,onw,P-337,šag,,to stab,OND[185]
F-1443,fia,P-337,šag,,stechen,reinisch1879[149]
F-1721,fia,P-404,"sáker, sakr",,sich berauchen,reinisch1879[140]
F-1248,onw,P-295,sal,,"word, speech",OND[155]
F-1253,onw,P-295,"sal, sad, sil",,to say,OND[155]
F-1250,xnz,P-295,sála,,das mohammedanische rituelle Gebet,massenbach1962[206]
F-2583,brk,P-524,salge,,fear,
F-1249,dgl,P-295,sallée,,"to pray, chant, Armbruster suggests Arabic loanword",armbruster1965[171]
F-1251,xnz,P-295,salli,,beten,massenbach1962[206]
F-1252,fia,P-295,sálli,,to pray,reinisch1879[140]
F-1985,brk,P-382,salmi,,beard,thelwall1977[199]
F-1716,onw,P-403,sam,,court,OND[156]
F-1719,onw,P-404,sam-ar,,intoxication,OND[156]
F-2025,fia,P-464,sáma,,"trocken, pre-Nubian",reinisch1879[140]
F-1626,fia,P-382,samee,,"bart, kinn",reinisch1879[140]
F-1718,dgl,P-403,sami,,,
F-2579,dgl,P-524,sándi,,"to be afraid, ? different root",armbruster1965[172]
F-1444,onw,P-338,šar,,"outside, pre-Nubian",OND[186]
F-1697,fia,P-398,šare,,abend,reinisch1879[150]
F-2578,xnz,P-524,sarki,,sich fürchten,massenbach1962[207]
F-1724,onw,P-406,sarti,,iron,OND[156]
F-1725,xnz,P-406,šarti,,Eisen,massenbach1962[212]
F-1726,fia,P-406,šarti,,eisen,reinisch1879[150]
F-1727,dgl,P-406,šárti,,"iron, iron object",armbruster1965[183]
F-1722,onw,P-405,saue,,hateful,OND[156]
F-1723,dgl,P-405,saw,,"hässlich, schlecht",reinisch1879[141]
F-1772,mei,P-418,séddí,,kidney,werner1993[122]
F-2024,mei,P-464,séed,,dry,werner1993[122]
F-2381,mei,P-483,séed,,back,werner1993[122]
F-2092,brk,P-418,seeldi,,kidney,thelwall1977[203]
F-1947,mei,P-453,séemí,,"udder, Arabic loanword",werner1993[122]
F-2547,dgl,P-520,seen,,navel,armbruster1965[174]
F-2548,xnz,P-520,seen,,"Nabelschnur, Nabel, Mittelpunkt",massenbach1962[208]
F-1843,dgl,P-430,šég,,"to insert, plant, pierce",armbruster1965[184]
F-1845,xnz,P-430,"šeg, šag",,"durchstechen, hineinstechen",massenbach1962[212]
F-1846,fia,P-430,"šeg, šag",,stechen,reinisch1879[152]
F-2625,fia,P-139,sègèd,,"Skorpion, pre-Nubian",khalil1996a[96]
F-2629,fia,P-464,šei,,trocknen,khalil1996a[122]
F-2582,brk,P-524,selk-,,to be afraid,macmichael1920[216]
F-1472,mei,P-346,sèn,,"year, Arabic loanword?",werner1993[123]
F-2730,dgl,P-532,seriñ,,barley,armbruster1965[176]
F-2732,xnz,P-532,sérin,,Gerste,massenbach1962[208]
F-2731,onw,P-532,serŋ,,barley,OND[158]
F-1729,onw,P-407,seu,,"to blow, breathe",OND[157]
F-1730,onw,P-407,seu-att,,spirit,OND[157]
F-1735,onw,P-408,"seu, sew",,to inherit,OND[157]
F-1731,fia,P-407,sew,,atmen,reinisch1879[143]
F-1738,fia,P-408,sew,,erben,reinisch1879[143]
F-2290,brk,P-435,shēshi,,sand,macmichael1920[205]
F-1863,dgl,P-435,síbe,,"mud, clay",armbruster1965[176]
F-1867,fia,P-435,sibee,,"strassenkot, sumpf, pfüze, ton, lem",reinisch1879[143]
F-1866,xnz,P-435,sibée,,Nilschlamm,massenbach1962[208]
F-2633,mei,P-464,sìgírhèm,,to dry ,werner1993[123]
F-2632,mei,P-464,sìirèrhèm,,to dry,werner1993[123]
F-1865,mei,P-435,síití,,mud,werner1993[123]
F-2506,fia,P-435,siiw,,Sand,khalil1996a[102]
F-1254,onw,P-296,sil,,to winnow,OND[158]
F-1255,fia,P-296,sil,,"winden das getreide, das korn von der spreu sondern",reinisch1879[144]
F-1256,dgl,P-296,sill(i),,to winnow,armbruster1965[177]
F-1257,xnz,P-296,silli,,"worfeln, streuen",massenbach1962[209]
F-1258,onw,P-296,silti,,"straw, chaff, hay",OND[159]
F-1259,fia,P-296,sílti,,"spreu, häckerling, ausgetretenes stroh",reinisch1879[144]
F-1260,dgl,P-296,sílti,,"chaff, winnowed from grain",armbruster1965[177]
F-2507,onw,P-435,sip,,"mud, clay?",OND[159]
F-2091,brk,P-406,sirti,,iron,thelwall1977[203]
F-2204,brk,P-406,sirti,,iron,macmichael1920[205]
F-2174,brk,P-350,sō-rei,,I am going,macmichael1920[211]
F-1447,onw,P-341,"šoggid, soggid",,"money, silver, pre-Nubian?",OND[186]
F-1263,fia,P-297,sok,,"aufheben etwas, von seiner stelle wegnemen",reinisch1879[145]
F-1262,onw,P-297,"sokk, sog",,to take (up),OND[160]
F-1264,dgl,P-297,sókke,,"take up, take away, carry",armbruster1965[178]
F-1265,xnz,P-297,sókke,,"aufheben, tragen, wegnehmen",massenbach1962[209]
F-2596,mei,P-297,sókkórhèm,,"to carry, lift up",werner1993[124]
F-1269,onw,P-298,šol,,book,OND[186]
F-946,dgl,P-228,sóll(i),,"get suspended, hang",armbruster1965[180]
F-947,xnz,P-228,solli,,"hängen, sich vorbeugen um etwas zu sehen",massenbach1962[209]
F-2503,mei,P-514,sòngíhèm,,to wash,werner1993[124]
F-1448,fia,P-341,šóngir,,geld,reinisch1879[152]
F-2630,fia,P-464,sooi,,"hart, trocken (für Boden)",khalil1996a[96]
F-1267,xnz,P-298,sóor,,"Schrift, Brief, geschriebes Amulett",massenbach1962[209]
